defense,attack,agility,stamina,class
5.7329525021,5.5552155096,2.6167546599,2.5808538883,demon hunter
3.2540450492,5.5605490892,1.6993725337,1.3034049389,demon hunter
3.0529134898,1.3678791225,4.4121041186,2.2321174494,defender
1.642148708,5.5870945347,3.9010200175,2.4922846318,demon hunter
4.438258199,4.3202749304,5.6327019739,3.3510944028,demon hunter
5.5879681897,3.2204471822,1.8680002624,2.706448826,defender
5.8070792668,4.7803945155,2.9882763526,1.8235036186,defender
1.0767742866,3.7452769899,1.2752444055,4.7935423339,wizard
1.2975590783,2.4620257728,2.4947886555,5.2225715914,wizard
4.777787101,4.1963003287,5.777154217,2.2277411576,demon hunter
1.7882902492,1.3945417609,4.0470807035,1.0305775134,defender
1.6979466998,3.0311992685,3.399078391,2.4876627829,demon hunter
2.0747573199,3.7508601896,5.2431448237,4.041227099,demon hunter
2.3615020295,4.9757773373,2.3268717402,3.6814030227,wizard
5.9018502049,1.9942040057,5.6527349111,4.3370128716,defender
5.7745985212,1.9148399299,2.3791362289,3.6787012978,defender
4.6601169221,5.708929474,4.5024718079,5.8513728101,wizard
2.3133985829,4.9353613276,4.157932919,4.8000308862,wizard
2.9963312149,3.8081872407,5.0359283984,2.9357200223,demon hunter
3.3302617832,2.7734854342,4.6190997227,5.4837161573,defender
