defense,attack,agility,stamina,class
3.7933600685,4.3098705509,5.4618419278,5.224519236,demon hunter
4.6456351425,4.1295966334,1.6301686214,3.4629942235,defender
1.7620427595,2.9267311017,1.1990021951,4.0183601496,wizard
4.7635049201,3.3568072123,5.6529439883,5.1053016717,defender
5.0034519113,1.9939640923,1.9205722972,3.3056191881,defender
1.6614538375,1.8347273339,2.3242010004,3.2060111747,wizard
5.7788138455,1.3032632731,3.8836159501,5.6061703842,defender
5.6874547098,1.9273632034,1.9485071781,3.349095738,defender
5.1364352033,2.7625684827,5.2540392675,3.2603589529,defender
5.3614474102,1.4557661014,2.6620004899,1.123490172,defender
3.3824972031,2.861002685,4.1418503216,2.1460021255,defender
5.2178098974,3.7947943099,1.2513037971,4.2212618086,defender
4.7887584022,2.1718760943,1.5268809991,5.4502122398,defender
3.0066034305,2.8510819995,2.6562234145,2.785417276,defender
3.1543452749,5.5398393646,2.3915876602,2.8417999847,wizard
1.467202568,3.3400948383,5.1908957227,5.6036377735,wizard
5.102663321,4.4449349903,2.8639967265,4.4641107335,defender
4.900701094,4.5259972163,4.5876009054,2.283198297,defender
1.3869999014,2.729451227,3.4292004225,5.6048098011,wizard
